啊	a_
钩子	gzzi
工作总结	gzzj
工作作风	gzzf
故作姿态	gzzt
𬮿	gdej
𬒔	gguo
𬕂	gjvr
𬇹	gody
𬕂	gsvr
咁	gjkg
嘅	gekv
攰	gvul
啩	gxkb
哈	hakk
蛤	haik
嚎	hcku
毫	hcwm
灏	hcdr
颢	hcor
壕	hctu
号	hckv
浩	hcdk
郝	hcte
皓	hcbk
昊	hcot
镐	hcjk
蒿	hcck
蚝	hcim
貉	hcvk
还	hdzb
咳	hdkr
海	hddm
嗨	hdkm
孩	hdzr
亥	hdwr
骇	hdmr
氦	hdqr
和	hehk
呵	hekk
何	herk
盒	herm
鹤	hedn
褐	hepv
吓	hekx
壑	helt
阖	hemm
颌	herr
菏	heck
阂	hemr
喝	hekv
贺	helr
赫	hetd
禾	hepm
禾	heqn
貉	hevk
曷	heov
劾	hewl
恨	hfxg
狠	hfqg
痕	hfbg
横	hgmb
珩	hgwi
哼	hgkl
恒	hgxg
行	hgii
亨	hgwl
蘅	hgci
桁	hgmi
珩	hhwi
桁	hhmi
沆	hhdj
巷	hhcs
吭	hhkj
夯	hhdl
绗	hhsi
汗	hjdg
含	hjrk
涵	hjdk
翰	hjux
罕	hjbg
瀚	hjdx
晗	hjok
撼	hjfx
悍	hjxg
邗	hjge
韩	hjuw
喊	hjkk
寒	hjbd
汉	hjdy
函	hjlk
旰	hjog
憾	hjxx
焊	hjhg
憨	hjvx
菡	hjck
阚	hjmw
酣	hjyg
鼾	hjzg
颔	hjrr
坏	hktb
怀	hkxb
淮	hkdf
槐	hkmg
踝	hkzg
黄	hlcb
惶	hlxw
肓	hlwo
幌	hljw
篁	hlvw
徨	hliw
潢	hldb
蟥	hlib
晃	hlow
慌	hlxv
荒	hlcv
璜	hlwb
簧	hlvb
遑	hlzw
鳇	hlaw
火	hodr
伙	horh
藿	hocf
或	hoga
和	hohk
活	hodk
货	horr
获	hocq
霍	hoyf
祸	hopn
嚯	hokf
幻	hryv
浣	hrde
寰	hrby
宦	hrbi
圜	hrky
郇	hrbe
换	hrfd
还	hrzb
环	hrwb
患	hrix
焕	hrhd
唤	hrkd
桓	hrmg
痪	hrbd
轰	hsiy
鸿	hsdn
訇	hsbk
洪	hsdb
宏	hsbs
哄	hskb
虹	hsig
弘	hsgs
烘	hshb
闳	hsms
讧	hsyg
湖	hudo
壶	huuy
唬	hukj
扈	huhb
琥	huwj
浒	hudw
祜	hupk
和	huhk
惚	huxx
瑚	huwo
核	humr
鹘	hugn
囫	hukw
滹	hudh
呼	hukh
乎	hupl
互	huaa
狐	huqg
忽	huwx
糊	humo
蝴	huio
弧	hugg
鹄	hunn
葫	huco
笏	huvw
哕	hvkx
慧	hvfx
辉	hvxi
蕙	hvcx
卉	hvuc
恢	hvxh
茴	hvck
贿	hvko
晦	hvom
喙	hvku
诲	hvym
彗	hvfe
洄	hvdk
蛔	hvik
诙	hvyh
回	hvkk
惠	hvax
毁	hvjy
挥	hvfi
绘	hvss
徽	hviw
堕	hvet
讳	hvyw
荟	hvcs
桧	hvms
麾	hvgm
睢	hvof
嘿	hwkh
华	hxru
花	hxcb
化	hxrb
画	hxak
哗	hxku
猾	hxqg
混	hydb
馄	hyub
魂	hyeg
婚	hyno
昏	hyuo
浑	hydi
荤	hyci
诨	hyyi
侯	hzru
后	hzpk
喉	hzku
厚	hziz
吼	hzkv
猴	hzqu
幻灯	hrdg
洹	hrdg2
虷	hjig
嵅	hjek
滉	hldw
夥	hogx
獾	hrqf
嬛	hrny
缳	hrsy
薨	hscb
芴	hucw
晖	hvoi
虺	hvwi
隳	hvex
齁	hzzk
铪	hajk
薅	hccc
淏	hcdt
鄗	hcwe
嗐	hdkk
胲	hdor
翮	heax
盉	hehm
纥	hesq
盍	hetm
饸	heuk
呙	hekn
龁	hevq
郃	here
垎	hetk
隺	hedf
鹖	heon
龢	herh
鸻	hgin
颃	hhwr
顸	hjgr
焓	hjhk
撖	hjfw
犴	hjqg
蔊	hjcg
暵	hjon
㘎	hjkw
癀	hlbb
喤	hlkw
媓	hlnw
攉	hoff
蠖	hoiy
镬	hojy
耠	holk
嚄	hoky
劐	hocd
钬	hojh
佸	hork
濩	hody
彟	hoey
㸌	hohf
鲩	hrae
鬟	hray
萑	hrcf
漶	hrdx
鹮	hrsn
擐	hrfy
锾	hrjy
逭	hrzk
荁	hrcg
峘	hreg
㬊	hroy
澴	hrdy
𤩽	hrwq
吽	hskn
荭	hscg
纮	hsss
唝	hskr
浲	hsdf
𫟹	hsjb
谼	hsbb
瓠	hudg
煳	huho
戽	huhu
唿	hukx
槲	humu
猢	huqo
鹕	huun
醐	huyo
岵	huek
轷	huih
鹱	huny
昒	huow
昈	huoh
姱	hunk
隺	hudf
淴	hudx
鄠	huye
嫭	hunh
鳠	huay
蟪	hvix
咴	hvkh
廆	hvgg
橞	hvmx
砉	hxfu
婳	hxnk
觟	hxdt
溷	hydu
阍	hymo
婫	hynb
湣	hydo
骺	hzgk
篌	hzvu
鲎	hzxa
糇	hzmu
堠	hztu
郈	hzpe
垕	hzpt
鲘	hzak
哈达	hada
哈佛	hafo
哈哈	haha
和蔼可亲	hakq
哈喽	halz
哈罗	halo
蛤蟆	hama
哈欠	haqm
汉堡包	hbbc
后半部分	hbbf
后半辈子	hbbz
还不错	hbco
恨不得	hbde
还不到	hbdc
货不对板	hbdb
黑白颠倒	hbdd
荷包蛋	hbdj
含苞待放	hbdf
悔不当初	hbdi
祸不单行	hbdx
话不多说	hbdu
恨不得有条地缝钻进去	hbdq
好办法	hbfa
黑白分明	hbfm
魂不附体	hbft
还本付息	hbfx
还不够	hbgz
互不干扰	hbgr
会不会	hbhv
好不好	hbhc
会不会是	hbhu
毫不讳言	hbhy
画饼充饥	hbij
花不出去	hbiq
环保局	hbju
毫不介意	hbjy
祸不及家人	hbjr
还不快	hbkk
毫不夸张	hbkv
很不客气	hbkq
花不了	hbln
回不来	hbld
毫不利己	hblj
黑不溜秋	hblq
毫不留情	hblq2
活蹦乱跳	hblt
胡编乱造	hblz
回报率	hblv
还不能	hbng
回不去	hbqu
很抱歉	hbqm
怀璧其罪	hbqz
还不如说	hbru
好不容易	hbry
货比三家	hbsj
好半天	hbtm
话不投机	hbtj
化悲痛为力量	hbtl
话不投机半句多	hbtd
还不是	hbui
还不少	hbuc
河北省	hbug
湖北省	hbug2
虎不食儿	hbue
魂不守舍	hbuu
话不说不明	hbum
毫不示弱	hbur
还不止	hbvi
还不知道	hbvd
缓兵之计	hbvj
花不完	hbwj
悍不畏死	hbws
互不相容	hbxr
虎背熊腰	hbxy
活不下去	hbxq
很不幸	hbxk
毫不相干	hbxg
毫不逊色	hbxs
红白喜事	hbxu
恨不相逢未嫁时	hbxu2
花边新闻	hbxw
后半夜	hbye
互不影响	hbyx
含苞欲放	hbyf
毫不犹豫	hbyy
慌不择路	hbzl
好啊	hcaa
毫安	hcan
好吧	hcba
厚此薄彼	hcbb
好报	hcbc
好棒	hcbh
好比	hcbi
好办	hcbj
毫不	hcbu
怀才不遇	hcby
耗材	hccd
好惨	hccj
好大	hcda
好歹	hcdd
浩荡	hcdh
好点	hcdm
耗电	hcdm2
好多	hcdo
好动	hcds
好赌	hcdu
好斗	hcdz
好饿	hcee
耗费	hcfw
毫发	hcfa
豪放	hcfh
好烦	hcfj
好感	hcgj
好高	hcgc
好乖	hcgk
好过	hcgo
好官	hcgr
好贵	hcgv
壕沟	hcgz
好好	hchc
好喝	hche
好汉	hchj
好坏	hchk
好货	hcho
好黑	hchw
豪华	hchx
号称	hcig
好长	hcih
好差	hcia
好吃	hcii
好处	hciu
好丑	hciz
耗尽	hcjb
好记	hcji
号角	hcjn
浩劫	hcjp
好久	hcjq
好假	hcjx
好客	hcke
祸从口出	hcki
好看	hckj
好快	hckk
好困	hcky
好啦	hcla
好了	hcle
好冷	hclg
毫厘	hcli
号令	hclk
好乱	hclr
好脸	hclm
好累	hclw
花丛老手	hclu
号码	hcma
毫毛	hcmc
豪迈	hcmd
豪门	hcmf
好梦	hcmg
好忙	hcmh
毫米	hcmi
好慢	hcmj
毫秒	hcmn
好美	hcmw
好难	hcnj
好	hcnz
耗能	hcng
好评	hcpk
好怕	hcpa
好奇	hcqi
豪情	hcqk
好巧	hcqn
好强	hcql
好球	hcqq
耗去	hcqu
好人	hcrf
侴	hcrd
好让	hcrh
浩然	hcrj
好软	hcrr
好热	hcre
好色	hcse
好似	hcsi
耗损	hcsy
嚎啕	hctc
好疼	hctg
好痛	hcts
祸从天降	hctj
好听	hctk
好帖	hctp
好少	hcuc
耗神	hcuf
毫升	hcug
好事	hcui
豪爽	hcul
获此殊荣	hcur
花草树木	hcum
好说	hcuo
好书	hcuu
好耍	hcux
好受	hcuz
号召	hcvc
豪宅	hcvd
好战	hcvj
好转	hcvr
号外	hcwd
好文	hcwf
好玩	hcwj
毫无	hcwu
好像	hcxl
好心	hcxb
好戏	hcxi
好险	hcxm
好笑	hcxn
好些	hcxp
好悬	hcxr
好凶	hcxs
好学	hcxt
豪侠	hcxx
好友	hcyz
好呀	hcya
豪饮	hcyb
好意	hcyi
好远	hcyr
好用	hcys
好运	hcyy
好于	hcyu
好在	hczd
好脏	hczh
耗资	hczi
好做	hczo
好走	hczz
海岸	hdan
海拔	hdba
海滨	hdbb
海报	hdbc
荒诞不经	hdbj
害病	hdbk
海边	hdbm
还不	hdbu
虎毒不食子	hdbz
好多次	hdci
喝倒彩	hdcd
海草	hdcc
黄赌毒	hddu
横刀夺爱	hdda
海盗	hddc
海带	hddd
海底	hddi
还得	hddw
海胆	hddj
好大的面子	hddz
海风	hdfg
红得发紫	hdfz
海港	hdgh
海关	hdgr
骸骨	hdgu
海龟	hdgv
还好	hdhc
海涵	hdhj
海货	hdho
或多或少	hdhu
患得患失	hdhu2
还会	hdhv
忽大忽小	hdhx
很多很多	hdhd
鹤顶红	hdhs
好得很	hdhf
何德何能	hdhn
还差	hdia
还长	hdih
海产	hdij
害虫	hdis
害处	hdiu
华灯初上	hdiu2
海军	hdjy
海景	hdjk
海角	hdjn
黄道吉日	hdjr
害苦	hdku
还看	hdkj
海口	hdkz
合得来	hdld
活到老	hdlc
害了	hdle
海浪	hdlh
海里	hdli
皇帝轮流坐，明年到我家	hdlj
海量	hdll
海螺	hdlo
洪都拉斯	hdls
海路	hdlu
海底捞针	hdlv
海轮	hdly
寒冬腊月	hdly2
横刀立马	hdlm
海马	hdma
海绵	hdmm
海面	hdmm2
还没	hdmw
好多年	hdnm
还能	hdng
海南	hdnj
海鸟	hdnn
海内	hdnw
很多年前	hdnq
海鸥	hdou
害怕	hdpa
红灯区	hdqu
害人	hdrf
还算	hdsr
害臊	hdsc
害死	hdsi
海豚	hdty
海涛	hdtc
海棠	hdth
孩提	hdti
海滩	hdtj
孩童	hdts
还是	hdui
海参	hduf
还剩	hdug
海上	hduh
河东狮吼	hduh2
还说	hduo
海水	hduv
海蜇	hdve
海中	hdvs
海战	hdvj
海外	hdwd
化敌为友	hdwy
海湾	hdwj
荒诞无稽	hdwj2
画地为牢	hdwl
还未	hdww
好东西	hdxi
邯郸学步	hdxb
好大喜功	hdxg
黑灯瞎火	hdxh
还行	hdxk
还想	hdxl
海鲜	hdxm
海啸	hdxn
害羞	hdxq
海选	hdxr
还需	hdxu
海峡	hdxx
蝴蝶效应	hdxy
还有	hdyz
海牙	hdya
还要	hdyc
海洋	hdyh
骇异	hdyi
海燕	hdyj
海员	hdyr
还用	hdys
海域	hdyu
轰动一时	hdyu2
海运	hdyy
还早	hdzc
还在	hdzd
海葬	hdzh
孩子	hdzi
厚德载物	hdzw
华东师范大学	hdux
和蔼	heai
河岸	hean
哈尔滨	hebb
荷包	hebc
惠而不费	hebf
何必	hebi
合办	hebj
合并	hebk
含而不露	hebl
河边	hebm
怙恶不悛	hebq
和而不同	hebt
何不	hebu
华而不实	hebu2
河北	hebw
喝彩	hecd
何曾	hecg
贺词	heci
河道	hedc
花儿朵朵	hedd
何等	hedg
何地	hedi
核弹	hedj
核定	hedk
喝点	hedm
核对	hedv
合法	hefa
和风	hefg
何方	hefh
盒饭	hefj
和服	hefu
合肥	hefw
合格	hege
何故	hegu
合规	hegv
河沟	hegz
和好	hehc
皇恩浩荡	hehd
呵呵	hehe
合伙	heho
和缓	hehr
呵护	hehu
荷花	hehx
喝茶	heia
合成	heig
合唱	heih
呵斥	heii
河床	heil
河川	heir
何处	heiu
何愁	heiz
合金	hejb
合计	heji
和解	hejp
喝酒	hejq
和局	heju
阖家	hejx
贺卡	heka
何况	hekl
何苦	heku
河口	hekz
何来	held
合理	heli
荷兰	helj
喝令	helk
河流	helq
合拢	hels
河马	hema
禾苗	hemn
和睦	hemu
和美	hemw
合谋	hemz
荷尔蒙	hemg
河南	henj
核能	heng
和暖	henr
河内	henw
合拍	hepd
核批	hepi
河畔	hepj
和平	hepk
和亲	heqb
和气	heqi
何求	heqq
合群	heqy
何人	herf
何日	heri
赫然	herj
何如	heru
褐色	hese
核算	hesr
贺岁	hesv
核桃	hetc
喝汤	heth
合体	heti
何谈	hetj
合同	hets
河豚	hety
合身	heuf
和声	heug
和尚	heuh
合适	heui
和善	heuj
喝水	heuv
和顺	heuy
合照	hevc
合掌	hevh
何止	hevi
盒装	hevl
何种	hevs
核准	hevy
喝问	hewf
喝完	hewj
何物	hewu
何谓	heww
合二为一	hewy
和谐	hexp
核心	hexb
贺喜	hexi
赫尔辛基	hexj
鹤形	hexk
和弦	hexm
核销	hexn
何须	hexu
荷叶	heye
何以	heyi
合眼	heyj
合影	heyk
何用	heys
合约	heyt
盒子	hezi
何在	hezd
菏泽	heze
合葬	hezh
合资	hezi2
合作	hezo
合租	hezu
喝醉	hezv
合奏	hezz
哈尔滨工业大学	hebx
很爱	hfai
很暗	hfan
很薄	hfbc
很白	hfbd
很笨	hfbf
很棒	hfbh
豪放不羁	hfbj
很不	hfbu
很惨	hfcj
很多	hfdo
很大	hfda
很低	hfdi
很淡	hfdj
很短	hfdr
狠毒	hfdu
很对	hfdv
很烦	hffj
很高	hfgc
很广	hfgl
很贵	hfgv
很好	hfhc
狠狠	hfhf
很坏	hfhk
很火	hfho
很会	hfhv
很黑	hfhw
狠话	hfhx
呼风唤雨	hfhy
很厚	hfhz
很长	hfih
很	hfig
很差	hfia
很沉	hfif
很吵	hfic
很迟	hfii
很丑	hfiz
很冲	hfis
很久	hfjq
很近	hfjb
痕迹	hfji
鹤发鸡皮	hfjp
很快	hfkk
哏	hfkg
很卡	hfka
很宽	hfkr
很酷	hfku
很困	hfky
恢复了	hfle
狠辣	hfla
很老	hflc
很冷	hflg
很烂	hflj
很累	hflw
很忙	hfmh
很猛	hfmg
很慢	hfmj
狠命	hfmk
很妙	hfmn
很美	hfmw
很难	hfnj
很牛	hfnq
很怕	hfpa
很胖	hfph
魂飞魄散	hfps
很强	hfql
很浅	hfqm
很巧	hfqn
很全	hfqr
洪福齐天	hfqt
很热	hfre
很弱	hfro
很酸	hfsr
恨死	hfsi
很松	hfss
很痛	hfts
很烫	hfth
很甜	hftm
魂飞天外	hftw
鹤发童颜	hfty
恨透	hftz
很少	hfuc
很傻	hfua
很深	hfuf
很是	hfui
很帅	hfuk
很爽	hful
很熟	hfuu
很重	hfvs
狠招	hfvc
很窄	hfvd
后发制人	hfvr
狠抓	hfvx
很晚	hfwj
毫发无损	hfws
毫发无伤	hfwu
虎父无犬子	hfwz
狠心	hfxb
很想	hfxl
很咸	hfxm
很小	hfxn
很凶	hfxs
后发先至	hfxv
和风细雨	hfxy
化腐朽为神奇	hfxq
很严	hfyj
很硬	hfyk
灰飞烟灭	hfym
花繁叶茂	hfym2
很远	hfyr
环肥燕瘦	hfyu
很有	hfyz
话锋一转	hfyv
很早	hfzc
很脏	hfzh
哈佛大学	hfdx
汇丰银行	hfyh
厚古薄今	hgbj
横财	hgcd
花骨朵	hgdo
横渡	hgdu
恒定	hgdk
哈根达斯	hgds
横幅	hgfu
回光返照	hgfv
横贯	hggr
化干戈为玉帛	hggb
横亘	hggf
横杠	hggh
横杆	hggj
回个话	hghx
哼哼	hghg
横祸	hgho
哼哈	hgha
横陈	hgif
哼唱	hgih
横穿	hgir
哼唧	hgji
恒久	hgjq
宏观经济	hgjj
横跨	hgkx
衡量	hgll
黑咕隆咚	hgld
横蛮	hgmj
红光满面	hgmm
横眉	hgmw
横批	hgpi
横排	hgpd
横盘	hgpj
昏过去	hgqu
横切	hgqp
缓过气来	hgql
灰姑娘	hgnl
姮	hgng
横肉	hgrz
横扫	hgsc
横死	hgsi
回过头	hgtz
回过头来	hgtl
横条	hgtn
回过头去	hgtq
宏观调控	hgtk
和光同尘	hgti
横竖	hguu
恒生	hgug
衡山	hguj
恒山	hguj2
湖光山色	hgus
回过神来	hgul
合格证	hgvg
横着	hgve
后顾之忧	hgvy
恒温	hgwf
横卧	hgwo
好高骛远	hgwy
恒心	hgxb
恒星	hgxk
横向	hgxl
横线	hgxm
花鼓戏	hgxi
欢歌笑语	hgxy
很感兴趣	hgxq
衡阳	hgyh
横溢	hgyi
缓过一口气	hgyq
祸国殃民	hgym
好钢用在刀刃上	hgyu
横越	hgyt
横在	hgzd
横遭	hgzc
后果自负	hgzf
悔过自新	hgzx
好果子吃	hgzi
还好吧	hhba
好话不说二遍	hhbb
好坏不分	hhbf
航班	hhbj
含糊不清	hhbq
呵护备至	hhbv
好汉不提当年勇	hhby
好汉不吃眼前亏	hhbk
航标	hhbn
惶惶不可终日	hhbr
还好不是	hhbu
花花草草	hhcc
黄花菜	hhcd
黄花菜都凉了	hhcl
行次	hhci
航道	hhdc
呼呼大睡	hhdu
浩浩荡荡	hhdd
行当	hhdh
哈哈大笑	hhdx
浑浑噩噩	hhee
哼哈二将	hhej
何海峰	hhfg
行规	hhgv
黄花闺女	hhgn
花花公子	hhgz
哈哈哈	hhha
黑乎乎	hhhu
航海	hhhd
画虎画皮难画骨	hhhg
恍恍惚惚	hhhh
含含糊糊	hhhh2
行货	hhho
好合好散	hhhs
呼和浩特	hhht
行话	hhhx
互惠互利	hhhl
航程	hhig
昏昏沉沉	hhii
花花肠子	hhiz
行行出状元	hhiy
行家	hhjx
行距	hhju
哼哼叽叽	hhjj
悔恨交加	hhjj2
花花轿子人抬人	hhjr
航空	hhks
行列	hhlp
合乎逻辑	hhlj
轰轰烈烈	hhll
花花绿绿	hhll2
后悔莫及	hhmj
航母	hhmu
行情	hhqk
含糊其辞	hhqc
和和气气	hhqq
欢呼雀跃	hhqy
挥汗如雨	hhry
航速	hhsu
挥毫洒墨	hhsm
航天	hhtm
花花太岁	hhts
好好说	hhuo
挥挥手	hhuz
好好说话	hhuh
行数	hhuu
夯实	hhui
花花世界	hhuj
赫赫之功	hhvg
黄河之水天上来	hhvl
悔恨终生	hhvu
行长	hhvh
航站	hhvj
慌慌张张	hhvv
鸿鹄之志	hhvv2
杭州	hhvz
挥霍无度	hhwd
后患无穷	hhwq
行伍	hhwu
何患无辞	hhwc
航行	hhxk
环环相扣	hhxk2
航向	hhxl
航线	hhxm
好好学习	hhxx
好好学习，天天向上	hhxu
后悔药	hhyc
挥挥衣袖	hhyx
行业	hhye
赫赫有名	hhym
后会有期	hhyq
昏昏欲睡	hhyu
航运	hhyy
花好月圆	hhyy2
祸害遗千年	hhyn
混合泳	hhys
好孩子	hhzi
怀恨在心	hhzx
何尝不是	hibu
何出此言	hicy
回肠荡气	hidq
好处费	hifw
好吃好喝	hihh
呼哧呼哧	hihi
昏沉沉	hiif
寒窗苦读	hikd
酣畅淋漓	hill
好吃懒做	hilz
回春妙手	himu
汗出如浆	hirj
豁出去	hiqu
豁出去了	hiql
候车室	hiui
很长时间	hiuj
火车站	hivj
横冲直撞	hivv
横冲直闯	hivi
很成问题	hiwt
合成纤维	hixw
很诧异	hiyi
还差一点	hiyd
很长一段时间	hiyj
回嗔作喜	hizx
汉城大学	hidx
缓冲带	hidd
混吃等死	hids
阖家安康	hjak
汉堡	hjbc
厚积薄发	hjbf
合久必分	hjbf2
好景不长	hjbi
寒冰	hjbk
好久不见	hjbj
好几次	hjci
寒带	hjdd
旱地	hjdi
邯郸	hjdj
汉典	hjdm
寒冬	hjds
撼动	hjds2
寒风	hjfg
后继乏人	hjfr
后继乏力	hjfl
函告	hjgc
涵盖	hjgd
寒光	hjgl
韩国	hjgo
函购	hjgz
横加干涉	hjgu
活见鬼	hjgv
好几回	hjhv
含糊	hjhu
换句话说	hjhu2
阖家欢乐	hjhl
狐假虎威	hjhw
汉化	hjhx
憨厚	hjhz
很久很久	hjhj
很久很久以前	hjhq
寒潮	hjic
化茧成蝶	hjid
寒碜	hjif
酣畅	hjih
寒蝉	hjij
寒窗	hjil
喊出	hjiu
汗臭	hjiz
旱季	hjji
罕见	hjjm
喊叫	hjjn
焊接	hjjp
韩剧	hjju
寒假	hjjx
讳疾忌医	hjjy
寒苦	hjku
汉口	hjkz
翰林	hjlb
寒冷	hjlg
含量	hjll
好极了	hjle
虎踞龙盘	hjlp
寒流	hjlq
含泪	hjlw
花街柳巷	hjlx
汗毛	hjmc
胡搅蛮缠	hjmi
好几年	hjnm
寒气	hjqi
汗青	hjqk
汉人	hjrf
悍然	hjrj
挥金如土	hjrt
寒酸	hjsr
好几天	hjtm
汉唐	hjth
旱獭	hjta
憨态	hjtd
海角天涯	hjty
垾	hjtg
寒舍	hjue
喊声	hjug
憾事	hjui
汗衫	hjuj
函数	hjuu
汗水	hjuv
函授	hjuz
好几十年	hjun
含着	hjve
憨直	hjvi
寒颤	hjvj
花甲之年	hjvn
汉中	hjvs
汗珠	hjvu
横加指责	hjvz
捍卫	hjww
琀	hjwk
韩文	hjwf
后继无人	hjwr
后继无力	hjwl
寒心	hjxb
喊醒	hjxk
汗腺	hjxm
阖家幸福	hjxf
憨笑	hjxn
寒暄	hjxr
汉学	hjxt
含蓄	hjxu
汗液	hjye
涵养	hjyh
含义	hjyi
汗颜	hjyj
荒郊野岭	hjyl
喊冤	hjyr
后继有人	hjyr2
欢聚一堂	hjyt
汉语	hjyu
荒郊野外	hjyw
很久以前	hjyq
含有	hjyz
行家一出手，就知有没有	hjyy
旱灾	hjzd
汉字	hjzi
汉族	hjzu
酣醉	hjzv
户口本	hkbf
户口簿	hkbu
惶恐不安	hkba
怀抱	hkbc
怀表	hkbn
淮北	hkbw
虎口拔牙	hkby
坏蛋	hkdj
会哭的孩子有奶吃	hkdi
花开富贵	hkfg
混口饭吃	hkfi
坏话	hkhx
淮海	hkhd
淮河	hkhe
怀恨	hkhf
坏坏	hkhk
花开花落	hkhl
怀揣	hkik
坏处	hkiu
横空出世	hkiu2
怀春	hkiy
航空局	hkju
怀旧	hkjq
坏了	hkle
怀里	hkli
花开两朵，各表一枝	hklv
航空母舰	hkmj
很可能	hkng
怀念	hknm
很可能是	hknu
海阔凭鱼跃	hkpy
坏人	hkrf
怀柔	hkrz
坏死	hksi
怀胎	hktd
海阔天空	hktk
虎口逃生	hktu
虎口脱险	hktx
坏事	hkui
海枯石烂	hkul
槐树	hkuu
怀中	hkvs
怀着	hkve
坏账	hkvh
昏聩无能	hkwn
坏笑	hkxn
黄口小儿	hkxe
怀想	hkxl
怀疑	hkyi
虎口余生	hkyu
怀孕	hkyy
怀有	hkyz
谎报	hlbc
皇榜	hlbh
忽略不计	hlbj
胡萝卜	hlbo
旱涝保收	hlbu
何乐不为	hlbw
很了不起	hlbq
呼伦贝尔	hlbe
荒草	hlcc
荒村	hlcy
荒岛	hldc
红绿灯	hldg
惠灵顿	hldy
晃荡	hldh
皇帝	hldi
荒诞	hldj
画龙点睛	hldj2
晃动	hlds
黄豆	hldz
皇恩	hlen
何乐而不为	hlew
荒废	hlfw
黄蜂	hlfg
黄瓜	hlgx
黄光	hlgl
皇冠	hlgr
皇宫	hlgs
火龙果	hlgo
互利共赢	hlgy
黄海	hlhd
黄河	hlhe
晃晃	hlhl
惶惑	hlho
换来换去	hlhq
忽冷忽热	hlhr
糊里糊涂	hlht
恍惚	hlhu
花里胡哨	hlhu2
慌里慌张	hlhv
话里话外	hlhw
谎话	hlhx
活灵活现	hlhx2
黄昏	hlhy
皇后	hlhz
皇朝	hlic
谎称	hlig
蝗虫	hlis
好了疮疤忘了痛	hlit
皇储	hliu
黄金	hljb
汗流浃背	hljb2
惶急	hlji
狐狸精	hljk
黑龙江	hljl
荒郊	hljn
鹤立鸡群	hljq
后来居上	hlju
皇家	hljx
惶恐	hlks
灰溜溜	hllq
黄了	hlle
黄鹂	hlli
获利了结	hllj
荒凉	hlll
黄连	hllm
慌乱	hllr
黄龙	hlls
遑论	hlly
红楼梦	hlmg
黄毛	hlmc
慌忙	hlmh
黄粱美梦	hlmm
荒漠	hlmo
荒谬	hlmq
黄梅	hlmw
荒年	hlnm
黄牛	hlnq
黄脸婆	hlpo
黄牌	hlpd
荒僻	hlpi
黄埔	hlpu
虎落平阳	hlpy
虎落平阳被犬欺	hlpq
荒丘	hlqq
黄泉	hlqr
黄雀	hlqt
火力全开	hlqk
恍然	hlrj
恍如	hlru
黄色	hlse
活力四射	hlsu
荒唐	hlth
后浪推前浪	hltl
皇天	hltm
黄铜	hlts
黄土	hltu
囫囵吞枣	hltz
黄沙	hlua
慌神	hluf
皇上	hluh
皇室	hlui
黄山	hluj
花落谁家	hluj2
花露水	hluv
寒来暑往	hluw
好了伤疤忘了疼	hlut
慌张	hlvh
荒置	hlvi
虎狼之师	hlvu
互联网	hlwh
荒芜	hlwu
皇位	hlww
化零为整	hlwv
黄线	hlxm
合理性	hlxk
荒淫	hlyb
荒野	hlye
话里有话	hlyh
谎言	hlyj
晃眼	hlyj2
黄莺	hlyk
黄粱一梦	hlym
荒原	hlyr
坏了一锅粥	hlyv
晃悠	hlyz
幌子	hlzi
皇族	hlzu
回炉再造	hlzz
洪涝灾害	hlzh
坏毛病	hmbk
好马不吃回头草	hmbc
花名册	hmce
黑名单	hmdj
哈密瓜	hmgx
汗马功劳	hmgl
忽明忽暗	hmha
荒谬绝伦	hmjl
横眉冷对千夫指	hmlv
灰蒙蒙	hmmg
横眉怒目	hmnm
好马配好鞍	hmpa
回马枪	hmql
讳莫如深	hmru
红霉素	hmsu
侯门似海	hmsh
火冒三丈	hmsv
横眉竖眼	hmuy
横蛮无理	hmwl
浩渺无垠	hmwy
很明显	hmxm
黄梅戏	hmxi
鸿门宴	hmyj
黄毛丫头	hmyt
回眸一笑	hmyx
回眸一笑百媚生	hmyu
海纳百川	hnbi
海内存知己	hncj
海南岛	hndc
患难夫妻	hnfq
何年何月	hnhy
汗牛充栋	hnid
回娘家	hnjx
患难见真情	hnjq
很努力	hnli
红男绿女	hnln
很难理解	hnlj
猴年马月	hnmy
混凝土	hntu
很难说	hnuo
河南省	hnug
湖南省	hnug2
还能这样	hnvy
患难之交	hnvj
海内外	hnwd
很难想象	hnxx
患难与共	hnyg
哈尼族	hnzu
还能怎样	hnzy
河南大学	hndx
华南师范大学	hnux
火把	hoba
火爆	hobc
货币	hobi
伙伴	hobj
火并	hobk
货舱	hoch
豁达	hoda
活到	hodc
获得	hode
活动	hods
火堆	hodv
货单	hodj
伙房	hofh
活佛	hofo
祸福	hofu
活该	hogd
祸根	hogf
火光	hogl
火锅	hogo
火罐	hogr
货柜	hogv
祸害	hohd
活活	hoho
祸患	hohr
火红	hohs
火狐	hohu
火花	hohx
火候	hohz
火柴	hoid
火车	hoie
火场	hoih
货船	hoir
伙计	hoji
火警	hojk
获奖	hojl
火箭	hojm
活结	hojp
获救	hojq
火炬	hoju
货架	hojx
火坑	hokg
货款	hokr
活口	hokz
火辣	hola
活了	hole
活力	holi
活络	holo
霍乱	holr
火龙	hols
火炉	holu
货轮	holy
活埋	homd
活命	homk
豁免	homm
火苗	homn
火鸟	honn
货品	hopb
火炮	hopc
